area_type_code,area_code,area_text,state,state_id,area_fips_id
2,CN0226100000000,Valdez-Cordova Census Area,AK,02,02261
2,CN0227000000000,Wade Hampton Census Area,AK,02,02270
2,CN0227500000000,Wrangell Borough,AK,02,02275
2,CN0228000000000,Wrangell-Petersburg Census Area,AK,02,02280
2,CN0228200000000,Yakutat Borough,AK,02,02282
2,CN0229000000000,Yukon-Koyukuk Census Area,AK,02,02290
2,CN0400100000000,Apache County,AZ,04,04001
2,CN0400300000000,Cochise County,AZ,04,04003
2,CN0400500000000,Coconino County,AZ,04,04005
2,CN0400700000000,Gila County,AZ,04,04007
2,CN0400900000000,Graham County,AZ,04,04009
2,CN0401100000000,Greenlee County,AZ,04,04011
2,CN0401200000000,La Paz County,AZ,04,04012
2,CN0401300000000,Maricopa County,AZ,04,04013
2,CN0401500000000,Mohave County,AZ,04,04015
2,CN0401700000000,Navajo County,AZ,04,04017
2,CN0401900000000,Pima County,AZ,04,04019
2,CN0402100000000,Pinal County,AZ,04,04021
2,CN0402300000000,Santa Cruz County,AZ,04,04023
2,CN0402500000000,Yavapai County,AZ,04,04025
2,CN0402700000000,Yuma County,AZ,04,04027
2,CN0500100000000,Arkansas County,AR,05,05001
2,CN0500300000000,Ashley County,AR,05,05003
2,CN0500500000000,Baxter County,AR,05,05005
2,CN0500700000000,Benton County,AR,05,05007
2,CN0500900000000,Boone County,AR,05,05009
2,CN0501100000000,Bradley County,AR,05,05011
2,CN0501300000000,Calhoun County,AR,05,05013
2,CN0501500000000,Carroll County,AR,05,05015
2,CN0501700000000,Chicot County,AR,05,05017
2,CN0501900000000,Clark County,AR,05,05019
2,CN0502100000000,Clay County,AR,05,05021
2,CN0502300000000,Cleburne County,AR,05,05023
2,CN0502500000000,Cleveland County,AR,05,05025
2,CN0502700000000,Columbia County,AR,05,05027
2,CN0502900000000,Conway County,AR,05,05029
2,CN0503100000000,Craighead County,AR,05,05031
2,CN0503300000000,Crawford County,AR,05,05033
2,CN0503500000000,Crittenden County,AR,05,05035
2,CN0503700000000,Cross County,AR,05,05037
2,CN0503900000000,Dallas County,AR,05,05039
2,CN0504100000000,Desha County,AR,05,05041
2,CN0504300000000,Drew County,AR,05,05043
2,CN0504500000000,Faulkner County,AR,05,05045
2,CN0504700000000,Franklin County,AR,05,05047
2,CN0504900000000,Fulton County,AR,05,05049
2,CN0505100000000,Garland County,AR,05,05051
2,CN0505300000000,Grant County,AR,05,05053
2,CN0505500000000,Greene County,AR,05,05055
2,CN0505700000000,Hempstead County,AR,05,05057
2,CN0505900000000,Hot Spring County,AR,05,05059
2,CN0506100000000,Howard County,AR,05,05061
2,CN0506300000000,Independence County,AR,05,05063
2,CN0506500000000,Izard County,AR,05,05065
2,CN0506700000000,Jackson County,AR,05,05067
2,CN0506900000000,Jefferson County,AR,05,05069
2,CN0507100000000,Johnson County,AR,05,05071
2,CN0507300000000,Lafayette County,AR,05,05073
2,CN0507500000000,Lawrence County,AR,05,05075
2,CN0507700000000,Lee County,AR,05,05077
2,CN0507900000000,Lincoln County,AR,05,05079
2,CN0508100000000,Little River County,AR,05,05081
2,CN0508300000000,Logan County,AR,05,05083
2,CN0508500000000,Lonoke County,AR,05,05085
2,CN0508700000000,Madison County,AR,05,05087
2,CN0508900000000,Marion County,AR,05,05089
2,CN0509100000000,Miller County,AR,05,05091
2,CN0509300000000,Mississippi County,AR,05,05093
2,CN0509500000000,Monroe County,AR,05,05095
2,CN0509700000000,Montgomery County,AR,05,05097
2,CN0509900000000,Nevada County,AR,05,05099
2,CN0510100000000,Newton County,AR,05,05101
2,CN0510300000000,Ouachita County,AR,05,05103
2,CN0510500000000,Perry County,AR,05,05105
2,CN0510700000000,Phillips County,AR,05,05107
2,CN0510900000000,Pike County,AR,05,05109
2,CN0511100000000,Poinsett County,AR,05,05111
2,CN0511300000000,Polk County,AR,05,05113
2,CN0511500000000,Pope County,AR,05,05115
2,CN0511700000000,Prairie County,AR,05,05117
2,CN0511900000000,Pulaski County,AR,05,05119
2,CN0512100000000,Randolph County,AR,05,05121
2,CN0512300000000,St. Francis County,AR,05,05123
2,CN0512500000000,Saline County,AR,05,05125
2,CN0512700000000,Scott County,AR,05,05127
2,CN0512900000000,Searcy County,AR,05,05129
2,CN0513100000000,Sebastian County,AR,05,05131
2,CN0513300000000,Sevier County,AR,05,05133
2,CN0513500000000,Sharp County,AR,05,05135
2,CN0513700000000,Stone County,AR,05,05137
2,CN0513900000000,Union County,AR,05,05139
2,CN0514100000000,Van Buren County,AR,05,05141
2,CN0514300000000,Washington County,AR,05,05143
2,CN0514500000000,White County,AR,05,05145
2,CN0514700000000,Woodruff County,AR,05,05147
2,CN0514900000000,Yell County,AR,05,05149
2,CN0600100000000,Alameda County,CA,06,06001
2,CN0600300000000,Alpine County,CA,06,06003
2,CN0600500000000,Amador County,CA,06,06005
2,CN0600700000000,Butte County,CA,06,06007
2,CN0600900000000,Calaveras County,CA,06,06009
2,CN0601100000000,Colusa County,CA,06,06011
2,CN0601300000000,Contra Costa County,CA,06,06013
2,CN0601500000000,Del Norte County,CA,06,06015
2,CN0601700000000,El Dorado County,CA,06,06017
2,CN0601900000000,Fresno County,CA,06,06019
2,CN0602100000000,Glenn County,CA,06,06021
2,CN0602300000000,Humboldt County,CA,06,06023
2,CN0602500000000,Imperial County,CA,06,06025
2,CN0602700000000,Inyo County,CA,06,06027
2,CN0602900000000,Kern County,CA,06,06029
2,CN0603100000000,Kings County,CA,06,06031
2,CN0603300000000,Lake County,CA,06,06033
2,CN0603500000000,Lassen County,CA,06,06035
2,CN0603700000000,Los Angeles County,CA,06,06037
2,CN0603900000000,Madera County,CA,06,06039
2,CN0604100000000,Marin County,CA,06,06041
2,CN0604300000000,Mariposa County,CA,06,06043
2,CN0604500000000,Mendocino County,CA,06,06045
2,CN0604700000000,Merced County,CA,06,06047
2,CN0604900000000,Modoc County,CA,06,06049
2,CN0605100000000,Mono County,CA,06,06051
2,CN0605300000000,Monterey County,CA,06,06053
2,CN0605500000000,Napa County,CA,06,06055
2,CN0605700000000,Nevada County,CA,06,06057
2,CN0605900000000,Orange County,CA,06,06059
2,CN0606100000000,Placer County,CA,06,06061
2,CN0606300000000,Plumas County,CA,06,06063
2,CN0606500000000,Riverside County,CA,06,06065
2,CN0606700000000,Sacramento County,CA,06,06067
2,CN0606900000000,San Benito County,CA,06,06069
2,CN0607100000000,San Bernardino County,CA,06,06071
2,CN0607300000000,San Diego County,CA,06,06073
2,CN0607500000000,San Francisco County/city,CA,06,06075
2,CN0607700000000,San Joaquin County,CA,06,06077
2,CN0607900000000,San Luis Obispo County,CA,06,06079
2,CN0608100000000,San Mateo County,CA,06,06081
2,CN0608300000000,Santa Barbara County,CA,06,06083
2,CN0608500000000,Santa Clara County,CA,06,06085
2,CN0608700000000,Santa Cruz County,CA,06,06087
2,CN0608900000000,Shasta County,CA,06,06089
2,CN0609100000000,Sierra County,CA,06,06091
2,CN0609300000000,Siskiyou County,CA,06,06093
2,CN0609500000000,Solano County,CA,06,06095
2,CN0609700000000,Sonoma County,CA,06,06097
2,CN0609900000000,Stanislaus County,CA,06,06099
2,CN0610100000000,Sutter County,CA,06,06101
2,CN0610300000000,Tehama County,CA,06,06103
2,CN0610500000000,Trinity County,CA,06,06105
2,CN0610700000000,Tulare County,CA,06,06107
2,CN0610900000000,Tuolumne County,CA,06,06109
2,CN0611100000000,Ventura County,CA,06,06111
2,CN0611300000000,Yolo County,CA,06,06113
2,CN0611500000000,Yuba County,CA,06,06115
2,CN0800100000000,Adams County,CO,08,08001
2,CN0800300000000,Alamosa County,CO,08,08003
2,CN0800500000000,Arapahoe County,CO,08,08005
2,CN0800700000000,Archuleta County,CO,08,08007
2,CN0800900000000,Baca County,CO,08,08009
2,CN0801100000000,Bent County,CO,08,08011
2,CN0801300000000,Boulder County,CO,08,08013
2,CN0801400000000,Broomfield County/city,CO,08,08014
2,CN0801500000000,Chaffee County,CO,08,08015
2,CN0801700000000,Cheyenne County,CO,08,08017
2,CN0801900000000,Clear Creek County,CO,08,08019
2,CN0802100000000,Conejos County,CO,08,08021
2,CN0802300000000,Costilla County,CO,08,08023
2,CN0802500000000,Crowley County,CO,08,08025
2,CN0802700000000,Custer County,CO,08,08027
2,CN0802900000000,Delta County,CO,08,08029
2,CN0803100000000,Denver County/city,CO,08,08031
2,CN0803300000000,Dolores County,CO,08,08033
2,CN0803500000000,Douglas County,CO,08,08035
2,CN0803700000000,Eagle County,CO,08,08037
2,CN0803900000000,Elbert County,CO,08,08039
2,CN0804100000000,El Paso County,CO,08,08041
2,CN0804300000000,Fremont County,CO,08,08043
2,CN0804500000000,Garfield County,CO,08,08045
2,CN0804700000000,Gilpin County,CO,08,08047
2,CN0804900000000,Grand County,CO,08,08049
2,CN0805100000000,Gunnison County,CO,08,08051
2,CN0805300000000,Hinsdale County,CO,08,08053
2,CN0805500000000,Huerfano County,CO,08,08055
2,CN0805700000000,Jackson County,CO,08,08057
2,CN0805900000000,Jefferson County,CO,08,08059
2,CN0806100000000,Kiowa County,CO,08,08061
2,CN0806300000000,Kit Carson County,CO,08,08063
2,CN0806500000000,Lake County,CO,08,08065
2,CN0806700000000,La Plata County,CO,08,08067
2,CN0806900000000,Larimer County,CO,08,08069
2,CN0807100000000,Las Animas County,CO,08,08071
2,CN0807300000000,Lincoln County,CO,08,08073
2,CN0807500000000,Logan County,CO,08,08075
2,CN0807700000000,Mesa County,CO,08,08077
2,CN0807900000000,Mineral County,CO,08,08079
2,CN0808100000000,Moffat County,CO,08,08081
2,CN0808300000000,Montezuma County,CO,08,08083
2,CN0808500000000,Montrose County,CO,08,08085
2,CN0808700000000,Morgan County,CO,08,08087
2,CN0808900000000,Otero County,CO,08,08089
2,CN0809100000000,Ouray County,CO,08,08091
2,CN0809300000000,Park County,CO,08,08093
2,CN0809500000000,Phillips County,CO,08,08095
2,CN0809700000000,Pitkin County,CO,08,08097
2,CN0809900000000,Prowers County,CO,08,08099
2,CN0810100000000,Pueblo County,CO,08,08101
2,CN0810300000000,Rio Blanco County,CO,08,08103
2,CN0810500000000,Rio Grande County,CO,08,08105
2,CN0810700000000,Routt County,CO,08,08107
2,CN0810900000000,Saguache County,CO,08,08109
2,CN0811100000000,San Juan County,CO,08,08111
2,CN0811300000000,San Miguel County,CO,08,08113
2,CN0811500000000,Sedgwick County,CO,08,08115
2,CN0811700000000,Summit County,CO,08,08117
2,CN0811900000000,Teller County,CO,08,08119
2,CN0812100000000,Washington County,CO,08,08121
2,CN0812300000000,Weld County,CO,08,08123
2,CN0812500000000,Yuma County,CO,08,08125
2,CN0900100000000,Fairfield County,CT,09,09001
2,CN0900300000000,Hartford County,CT,09,09003
2,CN0900500000000,Litchfield County,CT,09,09005
2,CN0900700000000,Middlesex County,CT,09,09007
2,CN0900900000000,New Haven County,CT,09,09009
2,CN0901100000000,New London County,CT,09,09011
2,CN0901300000000,Tolland County,CT,09,09013
2,CN0901500000000,Windham County,CT,09,09015
2,CN1000100000000,Kent County,DE,10,10001
2,CN1000300000000,New Castle County,DE,10,10003
2,CN1000500000000,Sussex County,DE,10,10005
2,CN1100100000000,District of Columbia,DC,11,11001
2,CN1200100000000,Alachua County,FL,12,12001
2,CN1200300000000,Baker County,FL,12,12003
2,CN1200500000000,Bay County,FL,12,12005
2,CN1200700000000,Bradford County,FL,12,12007
2,CN1200900000000,Brevard County,FL,12,12009
2,CN1201100000000,Broward County,FL,12,12011
2,CN1201300000000,Calhoun County,FL,12,12013
2,CN1201500000000,Charlotte County,FL,12,12015
2,CN1201700000000,Citrus County,FL,12,12017
2,CN1201900000000,Clay County,FL,12,12019
2,CN1202100000000,Collier County,FL,12,12021
2,CN1202300000000,Columbia County,FL,12,12023
2,CN1202700000000,DeSoto County,FL,12,12027
2,CN1202900000000,Dixie County,FL,12,12029
2,CN1203100000000,Duval County,FL,12,12031
2,CN1203300000000,Escambia County,FL,12,12033
2,CN1203500000000,Flagler County,FL,12,12035
2,CN1203700000000,Franklin County,FL,12,12037
2,CN1203900000000,Gadsden County,FL,12,12039
2,CN1204100000000,Gilchrist County,FL,12,12041
2,CN1204300000000,Glades County,FL,12,12043
2,CN1204500000000,Gulf County,FL,12,12045
2,CN1204700000000,Hamilton County,FL,12,12047
2,CN1204900000000,Hardee County,FL,12,12049
2,CN1205100000000,Hendry County,FL,12,12051
2,CN1205300000000,Hernando County,FL,12,12053
2,CN1205500000000,Highlands County,FL,12,12055
2,CN1205700000000,Hillsborough County,FL,12,12057
2,CN1205900000000,Holmes County,FL,12,12059
2,CN1206100000000,Indian River County,FL,12,12061
2,CN1206300000000,Jackson County,FL,12,12063
2,CN1206500000000,Jefferson County,FL,12,12065
2,CN1206700000000,Lafayette County,FL,12,12067
2,CN1206900000000,Lake County,FL,12,12069
2,CN1207100000000,Lee County,FL,12,12071
2,CN1207300000000,Leon County,FL,12,12073
2,CN1207500000000,Levy County,FL,12,12075
2,CN1207700000000,Liberty County,FL,12,12077
2,CN1207900000000,Madison County,FL,12,12079
2,CN1208100000000,Manatee County,FL,12,12081
2,CN1208300000000,Marion County,FL,12,12083
2,CN1208500000000,Martin County,FL,12,12085
2,CN1208600000000,Miami-Dade County,FL,12,12086
2,CN1208700000000,Monroe County,FL,12,12087
2,CN1208900000000,Nassau County,FL,12,12089
2,CN1209100000000,Okaloosa County,FL,12,12091
2,CN1209300000000,Okeechobee County,FL,12,12093
2,CN1209500000000,Orange County,FL,12,12095
2,CN1209700000000,Osceola County,FL,12,12097
2,CN1209900000000,Palm Beach County,FL,12,12099
2,CN1210100000000,Pasco County,FL,12,12101
2,CN1210300000000,Pinellas County,FL,12,12103
2,CN1210500000000,Polk County,FL,12,12105
2,CN1210700000000,Putnam County,FL,12,12107
2,CN1210900000000,St. Johns County,FL,12,12109
2,CN1211100000000,St. Lucie County,FL,12,12111
2,CN1211300000000,Santa Rosa County,FL,12,12113
2,CN1211500000000,Sarasota County,FL,12,12115
2,CN1211700000000,Seminole County,FL,12,12117
2,CN1211900000000,Sumter County,FL,12,12119
2,CN1212100000000,Suwannee County,FL,12,12121
2,CN1212300000000,Taylor County,FL,12,12123
2,CN1212500000000,Union County,FL,12,12125
2,CN1212700000000,Volusia County,FL,12,12127
2,CN1212900000000,Wakulla County,FL,12,12129
2,CN1213100000000,Walton County,FL,12,12131
2,CN1213300000000,Washington County,FL,12,12133
2,CN1300100000000,Appling County,GA,13,13001
2,CN1300300000000,Atkinson County,GA,13,13003
2,CN1300500000000,Bacon County,GA,13,13005
2,CN1300700000000,Baker County,GA,13,13007
2,CN1300900000000,Baldwin County,GA,13,13009
2,CN1301100000000,Banks County,GA,13,13011
2,CN1301300000000,Barrow County,GA,13,13013
2,CN1301500000000,Bartow County,GA,13,13015
2,CN1301700000000,Ben Hill County,GA,13,13017
2,CN1301900000000,Berrien County,GA,13,13019
2,CN1302100000000,Bibb County,GA,13,13021
2,CN1302300000000,Bleckley County,GA,13,13023
2,CN1302500000000,Brantley County,GA,13,13025
2,CN1302700000000,Brooks County,GA,13,13027
2,CN1302900000000,Bryan County,GA,13,13029
2,CN1303100000000,Bulloch County,GA,13,13031
2,CN1303300000000,Burke County,GA,13,13033
2,CN1303500000000,Butts County,GA,13,13035
2,CN1303700000000,Calhoun County,GA,13,13037
2,CN1303900000000,Camden County,GA,13,13039
2,CN1304300000000,Candler County,GA,13,13043
2,CN1304500000000,Carroll County,GA,13,13045
2,CN1304700000000,Catoosa County,GA,13,13047
2,CN1304900000000,Charlton County,GA,13,13049
2,CN1305100000000,Chatham County,GA,13,13051
2,CN1305300000000,Chattahoochee County,GA,13,13053
2,CN1305500000000,Chattooga County,GA,13,13055
2,CN1305700000000,Cherokee County,GA,13,13057
2,CN1305900000000,Clarke County,GA,13,13059
2,CN1306100000000,Clay County,GA,13,13061
2,CN1306300000000,Clayton County,GA,13,13063
2,CN1306500000000,Clinch County,GA,13,13065
2,CN1306700000000,Cobb County,GA,13,13067
2,CN1306900000000,Coffee County,GA,13,13069
2,CN1307100000000,Colquitt County,GA,13,13071
2,CN1307300000000,Columbia County,GA,13,13073
2,CN1307500000000,Cook County,GA,13,13075
2,CN1307700000000,Coweta County,GA,13,13077
2,CN1307900000000,Crawford County,GA,13,13079
2,CN1308100000000,Crisp County,GA,13,13081
2,CN1308300000000,Dade County,GA,13,13083
2,CN1308500000000,Dawson County,GA,13,13085
2,CN1308700000000,Decatur County,GA,13,13087
2,CN1308900000000,DeKalb County,GA,13,13089
2,CN1309100000000,Dodge County,GA,13,13091
2,CN1309300000000,Dooly County,GA,13,13093
2,CN1309500000000,Dougherty County,GA,13,13095
2,CN1309700000000,Douglas County,GA,13,13097
2,CN1309900000000,Early County,GA,13,13099
2,CN1310100000000,Echols County,GA,13,13101
2,CN1310300000000,Effingham County,GA,13,13103
2,CN1310500000000,Elbert County,GA,13,13105
2,CN1310700000000,Emanuel County,GA,13,13107
2,CN1310900000000,Evans County,GA,13,13109
2,CN1311100000000,Fannin County,GA,13,13111
2,CN1311300000000,Fayette County,GA,13,13113
2,CN1311500000000,Floyd County,GA,13,13115
2,CN1311700000000,Forsyth County,GA,13,13117
2,CN1311900000000,Franklin County,GA,13,13119
2,CN1312100000000,Fulton County,GA,13,13121
2,CN1312300000000,Gilmer County,GA,13,13123
2,CN1312500000000,Glascock County,GA,13,13125
2,CN1312700000000,Glynn County,GA,13,13127
2,CN1312900000000,Gordon County,GA,13,13129
2,CN1313100000000,Grady County,GA,13,13131
2,CN1313300000000,Greene County,GA,13,13133
2,CN1313500000000,Gwinnett County,GA,13,13135
2,CN1313700000000,Habersham County,GA,13,13137
2,CN1313900000000,Hall County,GA,13,13139
2,CN1314100000000,Hancock County,GA,13,13141
2,CN1314300000000,Haralson County,GA,13,13143
2,CN1314500000000,Harris County,GA,13,13145
2,CN1314700000000,Hart County,GA,13,13147
2,CN1314900000000,Heard County,GA,13,13149
2,CN1315100000000,Henry County,GA,13,13151
2,CN1315300000000,Houston County,GA,13,13153
2,CN1315500000000,Irwin County,GA,13,13155
2,CN1315700000000,Jackson County,GA,13,13157
2,CN1315900000000,Jasper County,GA,13,13159
2,CN1316100000000,Jeff Davis County,GA,13,13161
2,CN1316300000000,Jefferson County,GA,13,13163
2,CN1316500000000,Jenkins County,GA,13,13165
2,CN1316700000000,Johnson County,GA,13,13167
2,CN1316900000000,Jones County,GA,13,13169
2,CN1317100000000,Lamar County,GA,13,13171
2,CN1317300000000,Lanier County,GA,13,13173
2,CN1317500000000,Laurens County,GA,13,13175
2,CN1317700000000,Lee County,GA,13,13177
2,CN1317900000000,Liberty County,GA,13,13179
2,CN1318100000000,Lincoln County,GA,13,13181
2,CN1318300000000,Long County,GA,13,13183
2,CN1318500000000,Lowndes County,GA,13,13185
2,CN1318700000000,Lumpkin County,GA,13,13187
2,CN1318900000000,McDuffie County,GA,13,13189
2,CN1319100000000,McIntosh County,GA,13,13191
2,CN1319300000000,Macon County,GA,13,13193
2,CN1319500000000,Madison County,GA,13,13195
2,CN1319700000000,Marion County,GA,13,13197
2,CN1319900000000,Meriwether County,GA,13,13199
2,CN1320100000000,Miller County,GA,13,13201
2,CN1320500000000,Mitchell County,GA,13,13205
2,CN1320700000000,Monroe County,GA,13,13207
2,CN1320900000000,Montgomery County,GA,13,13209
2,CN1321100000000,Morgan County,GA,13,13211
2,CN1321300000000,Murray County,GA,13,13213
2,CN1321500000000,Muscogee County,GA,13,13215
2,CN1321700000000,Newton County,GA,13,13217
2,CN1321900000000,Oconee County,GA,13,13219
2,CN1322100000000,Oglethorpe County,GA,13,13221
2,CN1322300000000,Paulding County,GA,13,13223
2,CN1322500000000,Peach County,GA,13,13225
2,CN1322700000000,Pickens County,GA,13,13227
2,CN1322900000000,Pierce County,GA,13,13229
2,CN1323100000000,Pike County,GA,13,13231
2,CN1323300000000,Polk County,GA,13,13233
2,CN1323500000000,Pulaski County,GA,13,13235
2,CN1323700000000,Putnam County,GA,13,13237
2,CN1323900000000,Quitman County,GA,13,13239
2,CN1324100000000,Rabun County,GA,13,13241
2,CN1324300000000,Randolph County,GA,13,13243
2,CN1324500000000,Richmond County,GA,13,13245
2,CN1324700000000,Rockdale County,GA,13,13247
2,CN1324900000000,Schley County,GA,13,13249
2,CN1325100000000,Screven County,GA,13,13251
2,CN1325300000000,Seminole County,GA,13,13253
2,CN1325500000000,Spalding County,GA,13,13255
2,CN1325700000000,Stephens County,GA,13,13257
2,CN1325900000000,Stewart County,GA,13,13259
2,CN1326100000000,Sumter County,GA,13,13261
2,CN1326300000000,Talbot County,GA,13,13263
2,CN1326500000000,Taliaferro County,GA,13,13265
2,CN1326700000000,Tattnall County,GA,13,13267
2,CN1326900000000,Taylor County,GA,13,13269
2,CN1327100000000,Telfair County,GA,13,13271
2,CN1327300000000,Terrell County,GA,13,13273
2,CN1327500000000,Thomas County,GA,13,13275
2,CN1327700000000,Tift County,GA,13,13277
2,CN1327900000000,Toombs County,GA,13,13279
2,CN1328100000000,Towns County,GA,13,13281
2,CN1328300000000,Treutlen County,GA,13,13283
2,CN1328500000000,Troup County,GA,13,13285
2,CN1328700000000,Turner County,GA,13,13287
2,CN1328900000000,Twiggs County,GA,13,13289
2,CN1329100000000,Union County,GA,13,13291
2,CN1329300000000,Upson County,GA,13,13293
2,CN1329500000000,Walker County,GA,13,13295
2,CN1329700000000,Walton County,GA,13,13297
2,CN1329900000000,Ware County,GA,13,13299
2,CN1330100000000,Warren County,GA,13,13301
2,CN1330300000000,Washington County,GA,13,13303
2,CN1330500000000,Wayne County,GA,13,13305
2,CN1330700000000,Webster County,GA,13,13307
2,CN1330900000000,Wheeler County,GA,13,13309
2,CN1331100000000,White County,GA,13,13311
2,CN1331300000000,Whitfield County,GA,13,13313
2,CN1331500000000,Wilcox County,GA,13,13315
2,CN1331700000000,Wilkes County,GA,13,13317
2,CN1331900000000,Wilkinson County,GA,13,13319
2,CN1332100000000,Worth County,GA,13,13321
2,CN1500100000000,Hawaii County,HI,15,15001
2,CN1500300000000,Honolulu County,HI,15,15003
2,CN1500700000000,Kauai County,HI,15,15007
2,CN1500900000000,Maui County,HI,15,15009
2,CN1600100000000,Ada County,ID,16,16001
2,CN1600300000000,Adams County,ID,16,16003
2,CN1600500000000,Bannock County,ID,16,16005
2,CN1600700000000,Bear Lake County,ID,16,16007
2,CN1600900000000,Benewah County,ID,16,16009
2,CN1601100000000,Bingham County,ID,16,16011
2,CN1601300000000,Blaine County,ID,16,16013
2,CN1601500000000,Boise County,ID,16,16015
2,CN1601700000000,Bonner County,ID,16,16017
2,CN1601900000000,Bonneville County,ID,16,16019
2,CN1602100000000,Boundary County,ID,16,16021
2,CN1602300000000,Butte County,ID,16,16023
2,CN1602500000000,Camas County,ID,16,16025
2,CN1602700000000,Canyon County,ID,16,16027
2,CN1602900000000,Caribou County,ID,16,16029
2,CN1603100000000,Cassia County,ID,16,16031
2,CN1603300000000,Clark County,ID,16,16033
